student_id,weekday,class_start_time,distance_km,weather,transport_mode,avg_speed_kmh,habitual_punctuality,sleep_hours,alarm_used,expected_time,check_in_time,late_minutes
N22DCVT439,Sunday,07:00,9.8,sunny,bus,34.1,0.84,5.12,yes,06:42,06:50,0
N22DCVT283,Thursday,07:00,9.6,cloudy,bus,31.2,0.68,6.45,yes,06:41,06:55,0
N22DCVT178,Thursday,07:00,5.2,rainy,bus,20.5,0.8,8.3,no,06:44,06:57,0
N22DCVT119,Friday,07:00,2.9,sunny,bike,24.1,0.75,5.71,yes,06:52,06:56,0
N22DCME059,Friday,07:00,9.3,sunny,bus,20.7,0.6,6.8,yes,06:33,06:44,0
N22DCIT390,Saturday,07:00,4.4,sunny,bike,15.3,0.78,7.88,yes,06:42,06:45,0
N22DCIT092,Sunday,07:00,9.6,sunny,bus,26.5,0.61,5.49,yes,06:38,06:48,0
N22DCIT166,Saturday,07:00,6.3,cloudy,bus,35.2,0.69,7.06,yes,06:49,06:50,0
N22DCCN453,Monday,07:00,1.6,sunny,walk,4.2,0.61,8.87,yes,06:37,06:39,0
N22DCIT434,Friday,07:00,9.2,sunny,bus,25.2,0.64,5.02,yes,06:38,06:47,0
N22DCIT004,Saturday,07:00,5.5,cloudy,bus,36.4,0.82,7.35,yes,06:50,06:51,0
N22DCIT588,Saturday,07:00,8.7,sunny,bus,37.1,0.72,5.62,yes,06:45,06:50,0
N22DCDK901,Wednesday,07:00,4.9,sunny,bike,24.8,0.62,7.33,yes,06:48,06:48,0
N22DCCN280,Wednesday,07:00,8.8,rainy,bus,39.2,0.95,7.82,yes,06:46,06:49,0
N22DCDK306,Sunday,07:00,5.3,cloudy,bus,28.3,0.86,7.67,yes,06:48,06:49,0
N22DCVT950,Sunday,07:00,8.2,windy,bus,26.5,0.7,6.58,no,06:41,06:54,0
N22DCVT186,Monday,07:00,0.7,sunny,walk,6.0,0.78,6.15,yes,06:53,06:59,0
N22DCDK759,Friday,07:00,5.4,rainy,bus,20.1,0.99,8.55,no,06:43,06:57,0
N22DCCN644,Sunday,07:00,7.2,sunny,bus,20.4,0.51,8.65,yes,06:38,06:41,0
N22DCME723,Sunday,07:00,5.8,sunny,bus,27.9,0.58,8.42,yes,06:47,06:50,0
N22DCDK256,Monday,07:00,1.2,windy,walk,5.6,0.98,6.88,yes,06:47,06:52,0
N22DCDK756,Monday,07:00,5.0,windy,bike,22.0,0.8,8.93,yes,06:46,06:53,0
N22DCVT670,Thursday,07:00,1.2,sunny,walk,4.1,0.65,6.54,yes,06:42,06:52,0
N22DCDK502,Friday,07:00,7.2,sunny,bus,33.5,0.84,8.36,no,06:47,06:52,0
N22DCCN810,Monday,07:00,1.8,cloudy,walk,5.1,0.82,8.84,yes,06:38,06:41,0
N22DCDK531,Saturday,07:00,3.6,sunny,bike,20.8,0.77,6.15,yes,06:49,06:55,0
N22DCVT262,Wednesday,07:00,9.6,rainy,bus,37.2,0.73,8.35,yes,06:44,06:54,0
N22DCCN907,Sunday,07:00,6.3,sunny,bus,28.6,1.0,6.37,yes,06:46,06:47,0
N22DCDK419,Tuesday,07:00,1.6,sunny,walk,5.9,0.71,7.39,yes,06:43,06:47,0
N22DCIT706,Wednesday,07:00,7.5,sunny,bus,21.4,0.73,6.73,yes,06:38,06:39,0
N22DCDK199,Sunday,07:00,4.6,sunny,bike,24.8,0.52,6.17,yes,06:48,06:51,0
N22DCDK902,Sunday,07:00,3.2,cloudy,bike,24.9,0.69,8.54,yes,06:52,07:04,5
N22DCDK657,Friday,07:00,0.5,cloudy,walk,4.5,0.87,6.33,yes,06:53,07:06,6
N22DCDK729,Thursday,07:00,7.1,sunny,bus,24.6,0.9,5.49,yes,06:42,06:50,0
N22DCDK672,Monday,07:00,1.9,sunny,walk,4.6,0.95,6.86,yes,06:35,06:43,0
N22DCIT988,Saturday,07:00,5.6,windy,bus,29.0,0.75,7.96,yes,06:48,06:49,0
N22DCCN423,Friday,07:00,2.8,cloudy,bike,19.9,0.93,5.27,yes,06:51,07:03,4
N22DCME398,Wednesday,07:00,1.9,cloudy,walk,5.0,0.99,7.63,yes,06:37,06:43,0
N22DCDK791,Wednesday,07:00,1.8,sunny,walk,4.8,0.55,8.88,yes,06:37,06:50,0
N22DCVT412,Wednesday,07:00,1.5,cloudy,walk,4.9,0.7,5.22,no,06:41,06:54,0
N22DCIT016,Monday,07:00,8.0,rainy,bus,26.7,0.67,6.3,yes,06:42,06:48,0
N22DCVT051,Friday,07:00,8.1,rainy,bus,27.7,0.66,7.25,yes,06:42,06:50,0
N22DCME930,Saturday,07:00,7.6,sunny,bus,30.9,0.89,6.88,yes,06:45,07:00,0
N22DCDK859,Tuesday,07:00,4.1,windy,bike,15.3,0.63,8.22,yes,06:43,06:45,0
N22DCDK254,Monday,07:00,5.4,rainy,bus,23.7,0.93,6.87,yes,06:46,06:53,0
N22DCDK563,Thursday,07:00,0.8,cloudy,walk,6.0,0.85,6.32,yes,06:52,07:06,6
N22DCME606,Wednesday,07:00,7.0,rainy,bus,27.4,0.99,7.78,yes,06:44,06:46,0
N22DCME327,Wednesday,07:00,4.7,rainy,bike,19.8,0.96,6.62,yes,06:45,06:57,0
N22DCIT737,Saturday,07:00,1.4,rainy,walk,4.4,0.91,5.77,yes,06:40,06:42,0
N22DCDK967,Monday,07:00,6.3,sunny,bus,28.2,0.51,6.23,yes,06:46,06:57,0
N22DCCN932,Thursday,07:00,5.2,sunny,bus,30.6,0.7,6.66,yes,06:49,06:50,0
N22DCDK578,Tuesday,07:00,4.7,windy,bike,18.0,0.76,5.97,yes,06:44,06:57,0
N22DCCN124,Friday,07:00,6.5,sunny,bus,28.1,1.0,5.19,yes,06:46,06:47,0
N22DCIT502,Monday,07:00,9.4,sunny,bus,22.7,0.93,8.42,no,06:35,06:39,0
N22DCCN429,Saturday,07:00,0.8,sunny,walk,4.7,0.74,7.32,yes,06:49,07:03,4
N22DCDK940,Sunday,07:00,7.6,sunny,bus,20.8,0.54,6.43,yes,06:38,06:48,0
N22DCCN140,Sunday,07:00,9.4,sunny,bus,28.0,0.64,6.84,yes,06:39,06:41,0
N22DCVT669,Wednesday,07:00,1.2,sunny,walk,6.0,0.74,8.87,yes,06:48,06:51,0
N22DCVT238,Tuesday,07:00,9.1,cloudy,bus,26.9,0.97,7.05,yes,06:39,06:47,0
N22DCCN519,Wednesday,07:00,8.6,sunny,bus,24.7,0.73,8.69,yes,06:39,06:50,0
N22DCIT572,Tuesday,07:00,1.1,cloudy,walk,4.1,0.93,8.24,yes,06:43,06:53,0
N22DCCN448,Saturday,07:00,6.3,sunny,bus,28.8,0.84,7.5,no,06:46,07:01,1
N22DCIT322,Wednesday,07:00,8.4,rainy,bus,26.8,0.53,7.73,yes,06:41,06:50,0
N22DCDK839,Monday,07:00,7.5,sunny,bus,21.7,0.59,6.66,yes,06:39,06:43,0
N22DCIT088,Thursday,07:00,3.0,cloudy,bike,20.5,0.5,5.75,yes,06:51,07:04,5
N22DCIT426,Tuesday,07:00,9.3,windy,bus,37.5,0.56,5.16,yes,06:45,06:46,0
N22DCME854,Thursday,07:00,6.9,rainy,bus,35.6,0.64,6.73,yes,06:48,06:54,0
N22DCCN759,Sunday,07:00,5.4,sunny,bus,28.9,0.92,7.78,yes,06:48,06:51,0
N22DCME377,Saturday,07:00,0.9,windy,walk,4.0,0.71,8.87,no,06:46,06:48,0
N22DCCN523,Thursday,07:00,4.6,windy,bike,16.5,0.92,5.22,yes,06:43,06:45,0
N22DCME179,Tuesday,07:00,8.6,cloudy,bus,20.5,0.57,7.11,yes,06:34,06:44,0
N22DCVT635,Friday,07:00,9.8,sunny,bus,25.5,0.89,6.54,yes,06:36,06:51,0
N22DCCN227,Tuesday,07:00,1.8,sunny,walk,5.7,0.83,5.58,yes,06:41,06:54,0
N22DCVT895,Thursday,07:00,8.0,rainy,bus,21.7,0.54,7.73,yes,06:37,06:50,0
N22DCVT258,Monday,07:00,7.5,cloudy,bus,39.0,0.89,6.62,yes,06:48,06:49,0
N22DCDK935,Friday,07:00,3.4,sunny,bike,21.6,0.77,8.02,no,06:50,07:01,1
N22DCME824,Saturday,07:00,8.5,cloudy,bus,20.2,0.87,6.77,yes,06:34,06:37,0
N22DCME326,Thursday,07:00,3.0,sunny,bike,17.8,0.79,6.64,no,06:49,07:03,3
N22DCVT759,Monday,07:00,5.9,rainy,bus,37.4,0.87,6.64,yes,06:50,07:02,3
N22DCCN636,Friday,07:00,3.4,sunny,bike,20.5,0.5,8.28,yes,06:50,07:03,3
N22DCCN910,Sunday,07:00,4.1,windy,bike,22.7,0.86,5.71,yes,06:49,06:55,0
N22DCME736,Tuesday,07:00,5.7,sunny,bus,39.5,0.82,7.91,yes,06:51,06:54,0
N22DCCN196,Wednesday,07:00,1.5,cloudy,walk,4.0,0.74,8.72,no,06:37,06:42,0
N22DCIT343,Saturday,07:00,6.3,rainy,bus,24.4,0.84,6.42,yes,06:44,06:58,0
N22DCVT690,Tuesday,07:00,1.9,sunny,walk,5.3,0.66,5.34,yes,06:38,06:42,0
N22DCVT838,Sunday,07:00,9.9,sunny,bus,30.8,0.53,5.03,yes,06:40,06:42,0
N22DCIT668,Wednesday,07:00,8.5,sunny,bus,32.8,0.99,8.62,yes,06:44,06:48,0
N22DCIT029,Thursday,07:00,0.8,windy,walk,5.4,0.81,5.58,yes,06:51,07:00,0
N22DCCN078,Tuesday,07:00,3.6,sunny,bike,15.9,0.52,8.67,yes,06:46,06:59,0
N22DCDK700,Monday,07:00,2.1,sunny,bike,18.0,0.66,7.19,yes,06:53,07:03,3
N22DCVT129,Saturday,07:00,9.8,sunny,bus,29.4,0.61,7.38,yes,06:40,06:47,0
N22DCVT682,Wednesday,07:00,4.1,cloudy,bike,20.5,0.83,8.0,no,06:48,06:55,0
N22DCDK394,Monday,07:00,8.3,sunny,bus,39.7,0.74,8.64,yes,06:47,06:54,0
N22DCME890,Wednesday,07:00,3.2,sunny,bike,16.0,0.77,5.56,yes,06:48,06:48,0
N22DCVT431,Thursday,07:00,1.5,sunny,walk,4.6,0.75,7.95,yes,06:40,06:47,0
N22DCME168,Tuesday,07:00,2.9,sunny,bike,24.2,0.66,8.8,yes,06:52,06:56,0
N22DCME379,Sunday,07:00,0.8,sunny,walk,5.7,0.97,7.39,yes,06:51,07:02,2
N22DCDK670,Friday,07:00,1.4,sunny,walk,5.6,0.74,6.14,yes,06:45,06:52,0
N22DCME776,Saturday,07:00,3.3,sunny,bike,19.4,0.94,6.9,yes,06:49,06:59,0
N22DCVT805,Monday,07:00,8.1,sunny,bus,37.4,0.58,8.79,yes,06:47,06:48,0
N22DCVT721,Monday,07:00,6.6,sunny,bus,20.3,0.91,7.83,yes,06:40,06:49,0
N22DCCN583,Thursday,07:00,3.2,sunny,bike,24.2,0.54,7.49,yes,06:52,06:54,0
N22DCCN588,Wednesday,07:00,8.5,cloudy,bus,35.0,0.93,6.51,yes,06:45,06:51,0
N22DCCN807,Sunday,07:00,1.4,rainy,walk,4.9,0.69,5.32,yes,06:42,06:56,0
N22DCDK210,Friday,07:00,1.1,sunny,walk,4.8,0.99,6.24,yes,06:46,06:51,0
N22DCVT269,Saturday,07:00,8.9,rainy,bus,25.8,0.54,7.67,yes,06:39,06:46,0
N22DCDK712,Thursday,07:00,3.1,cloudy,bike,15.0,0.54,7.16,yes,06:47,06:50,0
N22DCCN759,Monday,07:00,6.8,sunny,bus,20.4,0.6,6.55,yes,06:40,06:48,0
N22DCME124,Friday,07:00,1.1,sunny,walk,5.4,0.65,6.8,yes,06:47,07:01,2
N22DCCN466,Saturday,07:00,5.0,cloudy,bike,18.8,0.9,7.09,yes,06:44,06:47,0
N22DCIT474,Sunday,07:00,9.6,windy,bus,37.5,0.83,5.42,yes,06:44,06:57,0
N22DCDK719,Friday,07:00,3.3,sunny,bike,24.0,0.84,8.15,yes,06:51,07:00,1
N22DCVT958,Sunday,07:00,6.6,sunny,bus,29.4,0.63,8.43,yes,06:46,06:55,0
N22DCVT133,Friday,07:00,1.3,cloudy,walk,5.1,0.88,8.96,yes,06:44,06:48,0
N22DCDK967,Sunday,07:00,4.0,rainy,bike,20.7,0.76,6.0,yes,06:48,06:54,0
N22DCCN170,Wednesday,07:00,9.6,cloudy,bus,37.0,0.64,7.91,yes,06:44,06:57,0
N22DCDK903,Friday,07:00,4.3,sunny,bike,21.0,0.71,5.19,yes,06:47,07:00,1
N22DCCN370,Thursday,07:00,2.5,cloudy,bike,22.3,0.54,6.97,yes,06:53,06:57,0
N22DCVT634,Tuesday,07:00,2.7,rainy,bike,22.6,0.6,6.49,yes,06:52,07:01,2
N22DCDK092,Wednesday,07:00,4.7,rainy,bike,18.9,0.72,8.83,yes,06:45,06:52,0
N22DCME510,Friday,07:00,7.7,cloudy,bus,26.1,0.82,5.01,yes,06:42,06:42,0
N22DCME470,Friday,07:00,8.0,sunny,bus,30.1,0.54,6.84,yes,06:44,06:56,0
N22DCVT801,Thursday,07:00,1.7,sunny,walk,5.4,0.82,8.31,no,06:41,06:44,0
N22DCDK606,Friday,07:00,6.8,cloudy,bus,23.1,0.78,8.43,yes,06:42,06:50,0
N22DCME268,Friday,07:00,7.1,sunny,bus,26.8,0.69,5.6,yes,06:44,06:53,0
N22DCME994,Friday,07:00,9.8,cloudy,bus,37.0,0.77,5.82,yes,06:44,06:44,0
N22DCVT851,Wednesday,07:00,3.5,sunny,bike,17.0,0.67,8.34,yes,06:47,06:56,0
N22DCDK472,Monday,07:00,0.9,rainy,walk,5.7,1.0,7.02,yes,06:50,07:04,4
N22DCME117,Saturday,07:00,5.3,sunny,bus,34.5,0.71,8.0,yes,06:50,06:51,0
N22DCCN886,Saturday,07:00,1.6,sunny,walk,5.6,0.64,6.6,no,06:42,06:57,0
N22DCVT577,Tuesday,07:00,3.7,rainy,bike,18.3,0.95,5.91,yes,06:47,06:59,0
N22DCCN167,Wednesday,07:00,2.6,cloudy,bike,17.7,0.76,7.33,yes,06:51,06:59,0
N22DCIT880,Saturday,07:00,1.7,windy,walk,5.7,0.95,8.31,yes,06:42,06:45,0
N22DCIT498,Tuesday,07:00,8.5,sunny,bus,37.7,0.87,8.44,no,06:46,06:47,0
N22DCCN908,Tuesday,07:00,3.8,rainy,bike,17.9,0.93,6.91,no,06:47,06:54,0
N22DCME674,Friday,07:00,6.8,sunny,bus,34.5,0.98,6.57,yes,06:48,07:00,0
N22DCVT507,Sunday,07:00,8.8,rainy,bus,34.8,0.68,7.93,yes,06:44,06:56,0
N22DCDK184,Saturday,07:00,7.5,windy,bus,31.6,0.74,8.84,yes,06:45,06:57,0
N22DCVT819,Friday,07:00,9.1,sunny,bus,32.4,0.65,7.52,yes,06:43,06:48,0
N22DCVT426,Friday,07:00,8.6,sunny,bus,34.5,0.55,5.62,yes,06:45,06:47,0
N22DCME914,Wednesday,07:00,7.1,windy,bus,32.2,0.56,8.38,yes,06:46,06:48,0
N22DCCN414,Monday,07:00,3.7,cloudy,bike,15.9,0.55,8.51,yes,06:46,07:00,1
N22DCME494,Monday,07:00,1.9,cloudy,walk,5.9,0.7,5.53,yes,06:40,06:49,0
N22DCDK646,Monday,07:00,1.7,windy,walk,4.8,0.53,5.05,yes,06:38,06:43,0
N22DCIT250,Monday,07:00,1.7,sunny,walk,5.7,0.63,7.81,yes,06:42,06:49,0
N22DCME285,Monday,07:00,3.9,sunny,bike,24.4,0.85,5.98,no,06:50,07:04,4
N22DCCN841,Sunday,07:00,9.8,cloudy,bus,24.4,0.95,5.97,yes,06:35,06:42,0
N22DCIT376,Friday,07:00,2.0,windy,bike,22.9,0.94,6.44,yes,06:54,06:57,0
N22DCDK343,Saturday,07:00,4.4,rainy,bike,16.6,0.71,8.47,yes,06:44,06:50,0
N22DCDK594,Tuesday,07:00,7.4,windy,bus,21.0,0.96,8.69,yes,06:38,06:48,0
N22DCDK533,Saturday,07:00,7.0,rainy,bus,24.2,0.62,6.74,yes,06:42,06:46,0
N22DCME429,Friday,07:00,8.9,sunny,bus,28.7,0.74,6.02,yes,06:41,06:55,0
N22DCDK342,Tuesday,07:00,0.8,sunny,walk,5.8,0.97,6.06,yes,06:51,06:55,0
N22DCDK727,Sunday,07:00,1.1,sunny,walk,4.8,0.77,7.02,yes,06:46,07:00,1
N22DCIT500,Monday,07:00,4.0,sunny,bike,16.1,0.52,8.67,yes,06:45,06:59,0
N22DCCN277,Tuesday,07:00,2.5,sunny,bike,23.6,0.71,6.59,yes,06:53,07:03,3
N22DCVT261,Tuesday,07:00,8.2,cloudy,bus,34.9,0.92,7.51,yes,06:45,06:55,0
N22DCDK324,Friday,07:00,4.9,sunny,bike,15.9,0.54,7.65,no,06:41,06:45,0
N22DCCN997,Sunday,07:00,8.7,windy,bus,25.0,0.86,7.98,no,06:39,06:40,0
N22DCCN817,Thursday,07:00,2.3,rainy,bike,18.6,0.62,5.22,no,06:52,07:03,3
N22DCIT342,Saturday,07:00,4.5,sunny,bike,19.5,0.76,7.64,yes,06:46,06:54,0
N22DCME543,Sunday,07:00,2.7,cloudy,bike,23.3,0.62,8.72,yes,06:53,07:06,7
N22DCVT604,Monday,07:00,6.0,sunny,bus,23.8,0.99,7.15,yes,06:44,06:48,0
N22DCIT892,Thursday,07:00,4.0,sunny,bike,15.5,0.7,7.25,no,06:44,06:46,0
N22DCDK822,Wednesday,07:00,7.4,sunny,bus,20.3,0.67,5.72,yes,06:38,06:41,0
N22DCME557,Monday,07:00,2.1,sunny,bike,18.1,0.53,6.0,yes,06:53,07:04,4
N22DCME736,Thursday,07:00,9.3,cloudy,bus,38.0,0.94,8.8,yes,06:45,06:59,0
N22DCDK178,Wednesday,07:00,7.3,sunny,bus,39.9,0.82,6.78,yes,06:49,06:56,0
N22DCVT944,Saturday,07:00,6.1,rainy,bus,38.3,0.71,8.25,yes,06:50,07:02,2
N22DCCN099,Thursday,07:00,5.2,sunny,bus,24.5,0.56,6.56,yes,06:47,07:00,1
N22DCIT847,Monday,07:00,9.4,sunny,bus,21.4,0.54,7.74,yes,06:33,06:40,0
N22DCVT518,Thursday,07:00,5.8,sunny,bus,22.1,0.83,8.21,yes,06:44,06:46,0
N22DCME702,Monday,07:00,0.8,sunny,walk,4.1,0.7,8.46,yes,06:48,06:48,0
N22DCME998,Thursday,07:00,3.4,cloudy,bike,22.9,0.71,6.37,yes,06:51,06:56,0
N22DCVT345,Wednesday,07:00,6.2,cloudy,bus,29.6,0.63,5.02,no,06:47,07:02,2
N22DCME684,Thursday,07:00,4.6,sunny,bike,18.5,0.53,8.24,yes,06:45,06:48,0
N22DCDK213,Friday,07:00,7.5,cloudy,bus,29.1,0.96,8.6,yes,06:44,06:46,0
N22DCVT506,Wednesday,07:00,1.5,sunny,walk,5.0,0.53,5.76,yes,06:42,06:44,0
N22DCCN107,Saturday,07:00,5.1,cloudy,bus,25.5,0.92,8.01,yes,06:48,06:52,0
N22DCIT637,Friday,07:00,3.4,cloudy,bike,19.6,0.7,7.89,yes,06:49,07:01,2
N22DCVT630,Monday,07:00,0.5,cloudy,walk,5.3,0.88,5.9,yes,06:54,07:00,0
N22DCIT184,Friday,07:00,3.8,sunny,bike,17.8,0.67,8.46,no,06:47,06:49,0
N22DCDK796,Monday,07:00,0.7,cloudy,walk,4.8,0.98,5.27,yes,06:51,07:05,5
N22DCVT475,Saturday,07:00,7.9,sunny,bus,20.5,0.98,5.56,no,06:36,06:51,0
N22DCVT609,Saturday,07:00,8.1,sunny,bus,24.4,0.53,5.13,yes,06:40,06:54,0
N22DCIT606,Wednesday,07:00,4.1,sunny,bike,15.4,0.68,5.83,yes,06:44,06:53,0
N22DCIT950,Saturday,07:00,2.0,sunny,bike,20.7,0.82,5.17,yes,06:54,07:00,0
N22DCCN898,Sunday,07:00,4.9,sunny,bike,21.1,0.51,6.82,yes,06:46,07:00,1
N22DCIT538,Thursday,07:00,5.5,sunny,bus,27.3,0.96,7.14,yes,06:47,07:00,0
N22DCME737,Monday,07:00,1.6,cloudy,walk,4.7,0.87,8.18,yes,06:39,06:44,0
N22DCIT711,Sunday,07:00,0.9,sunny,walk,4.1,0.93,7.37,no,06:46,06:51,0
N22DCCN222,Monday,07:00,4.7,cloudy,bike,18.4,0.66,8.26,yes,06:44,06:51,0
N22DCDK110,Sunday,07:00,3.8,sunny,bike,16.0,0.73,7.89,no,06:45,06:59,0
N22DCVT117,Sunday,07:00,1.0,windy,walk,5.5,0.59,8.48,yes,06:49,07:02,2
N22DCVT296,Saturday,07:00,7.5,cloudy,bus,32.1,0.98,6.14,no,06:45,06:47,0
N22DCIT313,Wednesday,07:00,8.0,rainy,bus,26.8,0.82,7.15,no,06:42,06:49,0
N22DCCN919,Sunday,07:00,0.7,rainy,walk,5.6,0.53,7.02,no,06:52,07:02,2
N22DCME239,Tuesday,07:00,7.3,windy,bus,28.5,0.53,7.79,yes,06:44,06:56,0
N22DCIT149,Saturday,07:00,8.9,windy,bus,38.1,0.58,6.93,no,06:45,06:55,0
N22DCDK284,Friday,07:00,6.4,sunny,bus,36.2,0.95,6.62,yes,06:49,06:49,0
N22DCME715,Sunday,07:00,8.5,sunny,bus,31.3,0.99,6.65,yes,06:43,06:56,0
N22DCVT823,Monday,07:00,8.6,rainy,bus,29.1,0.8,7.25,yes,06:42,06:49,0
N22DCME442,Saturday,07:00,9.7,sunny,bus,35.2,0.56,6.46,yes,06:43,06:51,0
N22DCVT248,Saturday,07:00,3.3,sunny,bike,21.1,0.65,5.55,no,06:50,06:55,0
N22DCVT154,Saturday,07:00,4.7,windy,bike,21.4,0.78,5.59,yes,06:46,06:48,0
N22DCCN314,Wednesday,07:00,4.2,sunny,bike,17.2,0.8,5.95,no,06:45,06:52,0
N22DCVT967,Saturday,07:00,1.5,sunny,walk,5.0,0.94,7.58,yes,06:42,06:51,0
N22DCVT598,Thursday,07:00,5.4,sunny,bus,29.5,0.79,7.01,yes,06:49,07:02,3
N22DCDK022,Wednesday,07:00,6.4,cloudy,bus,25.4,0.68,6.78,yes,06:44,06:45,0
N22DCIT381,Sunday,07:00,2.5,sunny,bike,18.0,0.52,8.33,yes,06:51,07:02,2
N22DCIT374,Monday,07:00,3.1,cloudy,bike,18.1,0.9,5.33,no,06:49,06:53,0
N22DCIT264,Friday,07:00,5.1,sunny,bus,39.1,0.55,5.55,yes,06:52,06:57,0
N22DCCN701,Monday,07:00,9.3,sunny,bus,33.7,0.93,8.48,yes,06:43,06:57,0
N22DCDK280,Monday,07:00,9.9,rainy,bus,35.4,0.91,5.7,yes,06:43,06:52,0
N22DCCN793,Thursday,07:00,0.5,rainy,walk,5.0,0.93,8.38,yes,06:54,06:59,0
N22DCME263,Saturday,07:00,4.4,sunny,bike,16.9,0.86,7.84,no,06:44,06:54,0
N22DCDK941,Wednesday,07:00,1.3,rainy,walk,5.8,0.68,8.82,yes,06:46,07:00,1
N22DCCN742,Friday,07:00,2.9,cloudy,bike,15.6,0.62,6.18,yes,06:48,06:51,0
N22DCDK124,Saturday,07:00,2.9,rainy,bike,23.8,0.55,8.72,yes,06:52,07:05,5
N22DCVT549,Tuesday,07:00,6.6,sunny,bus,33.1,0.72,8.09,yes,06:48,07:02,3
N22DCDK088,Sunday,07:00,2.9,cloudy,bike,21.1,0.83,7.4,no,06:51,06:55,0
N22DCIT927,Sunday,07:00,8.7,sunny,bus,25.3,0.52,7.42,yes,06:39,06:40,0
N22DCDK976,Monday,07:00,8.8,sunny,bus,35.0,0.56,8.12,yes,06:44,06:49,0
N22DCDK498,Sunday,07:00,9.6,rainy,bus,27.1,0.86,6.16,yes,06:38,06:38,0
N22DCME163,Friday,07:00,6.9,sunny,bus,30.1,0.55,6.99,yes,06:46,06:56,0
N22DCVT348,Saturday,07:00,9.1,rainy,bus,34.5,0.73,7.02,yes,06:44,06:58,0
N22DCIT983,Thursday,07:00,2.9,sunny,bike,20.6,0.87,5.65,yes,06:51,06:55,0
N22DCME205,Saturday,07:00,8.1,sunny,bus,32.3,0.93,6.84,no,06:44,06:59,0
N22DCCN240,Tuesday,07:00,3.2,cloudy,bike,23.2,0.53,6.74,yes,06:51,06:51,0
N22DCME707,Thursday,07:00,1.4,sunny,walk,5.3,0.82,6.68,yes,06:44,06:53,0
N22DCIT924,Thursday,07:00,9.2,sunny,bus,28.1,0.65,6.6,yes,06:40,06:49,0
N22DCDK118,Sunday,07:00,7.6,cloudy,bus,39.4,0.59,7.58,yes,06:48,06:52,0
N22DCDK593,Thursday,07:00,6.1,sunny,bus,38.7,0.68,5.19,yes,06:50,06:56,0
N22DCIT867,Friday,07:00,9.5,sunny,bus,23.9,0.69,6.94,yes,06:36,06:37,0
N22DCDK584,Wednesday,07:00,5.3,sunny,bus,40.0,0.8,6.46,yes,06:52,07:02,3
N22DCIT047,Sunday,07:00,2.1,sunny,bike,16.4,0.51,8.59,yes,06:52,07:03,4
N22DCVT130,Friday,07:00,3.8,cloudy,bike,24.7,0.74,6.06,no,06:50,06:53,0
N22DCDK072,Thursday,07:00,0.8,sunny,walk,4.4,0.59,6.62,yes,06:49,06:52,0
N22DCDK518,Thursday,07:00,3.8,sunny,bike,22.3,0.92,8.48,no,06:49,07:02,3
N22DCVT159,Friday,07:00,9.5,windy,bus,32.8,0.72,5.46,yes,06:42,06:49,0
N22DCME052,Thursday,07:00,3.8,cloudy,bike,18.4,0.78,6.04,yes,06:47,06:55,0
N22DCVT226,Monday,07:00,4.5,rainy,bike,20.4,0.97,8.87,yes,06:46,06:54,0
N22DCME171,Sunday,07:00,5.7,cloudy,bus,30.5,0.95,8.65,no,06:48,07:03,4
N22DCME142,Thursday,07:00,4.8,sunny,bike,22.1,0.76,6.81,yes,06:46,06:57,0
N22DCIT451,Wednesday,07:00,9.9,sunny,bus,28.5,0.98,6.69,yes,06:39,06:39,0
N22DCME435,Friday,07:00,8.9,sunny,bus,36.1,0.52,5.34,yes,06:45,06:53,0
N22DCME700,Sunday,07:00,8.9,sunny,bus,27.2,0.89,8.23,yes,06:40,06:50,0
N22DCIT503,Thursday,07:00,6.1,cloudy,bus,38.0,0.74,8.93,no,06:50,06:57,0
N22DCME709,Tuesday,07:00,2.1,cloudy,bike,23.0,0.97,8.66,yes,06:54,07:08,8
N22DCME646,Tuesday,07:00,8.1,sunny,bus,30.8,0.88,5.44,yes,06:44,06:44,0
N22DCIT039,Friday,07:00,4.1,sunny,bike,20.0,0.9,5.23,no,06:47,06:53,0
N22DCIT716,Friday,07:00,2.2,cloudy,bike,22.5,0.54,7.95,no,06:54,06:54,0
N22DCIT039,Friday,07:00,2.2,sunny,bike,24.3,0.94,8.35,yes,06:54,07:01,2
N22DCVT813,Tuesday,07:00,2.5,sunny,bike,23.2,0.85,8.42,yes,06:53,06:59,0
N22DCVT116,Tuesday,07:00,7.0,sunny,bus,33.3,0.73,6.03,yes,06:47,06:53,0
N22DCME124,Monday,07:00,2.0,windy,bike,20.0,0.95,6.68,yes,06:54,07:05,5
N22DCME282,Monday,07:00,3.1,rainy,bike,22.6,0.56,8.06,yes,06:51,06:54,0
N22DCVT988,Thursday,07:00,9.4,sunny,bus,38.0,0.55,7.72,no,06:45,06:52,0
N22DCIT477,Tuesday,07:00,1.4,sunny,walk,5.3,0.98,6.04,yes,06:44,06:52,0
N22DCDK457,Saturday,07:00,5.2,rainy,bus,37.9,0.93,6.73,yes,06:51,07:04,4
N22DCDK855,Wednesday,07:00,7.7,rainy,bus,33.2,0.67,7.47,no,06:46,06:49,0
N22DCVT058,Friday,07:00,4.6,rainy,bike,16.1,0.64,7.13,yes,06:42,06:57,0
N22DCIT423,Sunday,07:00,3.8,sunny,bike,18.4,0.69,5.73,no,06:47,06:55,0
N22DCCN214,Wednesday,07:00,1.3,cloudy,walk,5.5,0.54,8.31,yes,06:45,06:49,0
