student_id, weekday  , class_start_time, distance_km, weather, transport_mode, avg_speed_kmh, habitual_punctuality, sleep_hours, alarm_used, expected_time, check_in_time, late_minutes
N22DCIT663, Sunday   , 07:00           ,         5.9, sunny  , bus           ,          37.6,                 0.73,        7.9 , yes       , 06:50        , 06:56        ,            0
N22DCIT268, Wednesday, 07:00           ,         9.7, sunny  , bus           ,          23.1,                 0.75,        5.59, no        , 06:34        , 06:36        ,            0
N22DCME337, Wednesday, 07:00           ,         9.2, cloudy , bus           ,          25.9,                 0.61,        7.59, yes       , 06:38        , 06:44        ,            0
N22DCIT485, Wednesday, 07:00           ,         0.5, sunny  , walk          ,           4.6,                 0.6 ,        6.1 , yes       , 06:53        , 06:59        ,            0
N22DCIT789, Thursday , 07:00           ,         9.2, sunny  , bus           ,          23.0,                 0.96,        7.02, yes       , 06:36        , 06:38        ,            0
N22DCDK417, Monday   , 07:00           ,         6.7, cloudy , bus           ,          30.2,                 0.51,        6.82, yes       , 06:46        , 06:58        ,            0
N22DCDK216, Wednesday, 07:00           ,         2.4, sunny  , bike          ,          24.7,                 0.7 ,        5.4 , yes       , 06:54        , 06:59        ,            0
N22DCVT254, Thursday , 07:00           ,         0.9, windy  , walk          ,           4.9,                 0.54,        7.12, yes       , 06:48        , 07:03        ,            3
N22DCVT199, Wednesday, 07:00           ,         1.4, windy  , walk          ,           5.4,                 0.76,        7.92, no        , 06:44        , 06:48        ,            0
N22DCIT988, Thursday , 07:00           ,         5.3, rainy  , bus           ,          32.2,                 0.68,        8.63, no        , 06:50        , 06:53        ,            0
N22DCDK541, Wednesday, 07:00           ,         8.9, windy  , bus           ,          34.7,                 0.6 ,        6.81, yes       , 06:44        , 06:55        ,            0
N22DCME292, Sunday   , 07:00           ,         3.4, cloudy , bike          ,          17.7,                 0.97,        8.22, no        , 06:48        , 07:01        ,            2
N22DCVT474, Sunday   , 07:00           ,         6.9, sunny  , bus           ,          35.7,                 0.66,        5.31, yes       , 06:48        , 06:50        ,            0
N22DCME682, Monday   , 07:00           ,         4.1, sunny  , bike          ,          21.7,                 0.64,        5.94, yes       , 06:48        , 06:51        ,            0
N22DCVT366, Sunday   , 07:00           ,         7.8, windy  , bus           ,          28.0,                 0.83,        7.38, yes       , 06:43        , 06:49        ,            0
N22DCME888, Wednesday, 07:00           ,         4.1, cloudy , bike          ,          17.3,                 0.85,        6.71, yes       , 06:45        , 06:51        ,            0
N22DCCN748, Monday   , 07:00           ,         8.6, sunny  , bus           ,          28.7,                 0.65,        6.76, yes       , 06:42        , 06:54        ,            0
N22DCME870, Thursday , 07:00           ,         4.7, rainy  , bike          ,          24.8,                 0.99,        5.42, no        , 06:48        , 06:49        ,            0
N22DCCN409, Tuesday  , 07:00           ,         4.8, sunny  , bike          ,          20.0,                 0.57,        6.31, yes       , 06:45        , 06:57        ,            0
N22DCIT708, Tuesday  , 07:00           ,         1.8, rainy  , walk          ,           5.7,                 0.66,        5.12, yes       , 06:41        , 06:42        ,            0
N22DCME087, Sunday   , 07:00           ,         9.6, sunny  , bus           ,          36.7,                 0.89,        8.0 , yes       , 06:44        , 06:51        ,            0
N22DCME697, Monday   , 07:00           ,         2.3, sunny  , bike          ,          23.8,                 0.62,        8.68, yes       , 06:54        , 06:59        ,            0
N22DCME315, Friday   , 07:00           ,         5.6, sunny  , bus           ,          21.1,                 0.98,        7.28, yes       , 06:44        , 06:45        ,            0
N22DCME689, Friday   , 07:00           ,         2.1, sunny  , bike          ,          15.6,                 0.82,        6.8 , no        , 06:51        , 07:01        ,            1
N22DCIT221, Monday   , 07:00           ,         6.2, sunny  , bus           ,          28.5,                 0.58,        8.8 , no        , 06:46        , 06:59        ,            0
N22DCME006, Wednesday, 07:00           ,         1.2, sunny  , walk          ,           4.9,                 0.57,        8.58, yes       , 06:45        , 06:51        ,            0
N22DCVT486, Monday   , 07:00           ,         8.4, windy  , bus           ,          29.0,                 0.76,        8.57, yes       , 06:42        , 06:43        ,            0
N22DCME598, Sunday   , 07:00           ,         7.3, cloudy , bus           ,          26.4,                 0.72,        8.18, no        , 06:43        , 06:57        ,            0
N22DCIT533, Monday   , 07:00           ,         2.3, sunny  , bike          ,          16.7,                 0.99,        5.82, no        , 06:51        , 06:58        ,            0
N22DCME056, Thursday , 07:00           ,         8.8, rainy  , bus           ,          30.1,                 0.56,        8.38, yes       , 06:42        , 06:48        ,            0
N22DCME273, Friday   , 07:00           ,         7.0, rainy  , bus           ,          27.2,                 0.53,        6.95, yes       , 06:44        , 06:56        ,            0
N22DCIT984, Monday   , 07:00           ,         1.3, cloudy , walk          ,           4.7,                 0.76,        8.47, yes       , 06:43        , 06:49        ,            0
N22DCIT556, Friday   , 07:00           ,         1.0, sunny  , walk          ,           4.2,                 0.61,        8.27, yes       , 06:45        , 06:51        ,            0
N22DCCN486, Wednesday, 07:00           ,         0.8, sunny  , walk          ,           5.0,                 0.71,        7.17, yes       , 06:50        , 06:53        ,            0
N22DCME292, Saturday , 07:00           ,         4.9, sunny  , bike          ,          24.2,                 0.75,        8.21, yes       , 06:47        , 06:56        ,            0
N22DCIT414, Friday   , 07:00           ,         3.1, cloudy , bike          ,          22.5,                 0.56,        7.55, yes       , 06:51        , 07:05        ,            6
N22DCME288, Monday   , 07:00           ,         3.1, sunny  , bike          ,          17.2,                 0.9 ,        8.62, yes       , 06:49        , 06:49        ,            0
N22DCME300, Saturday , 07:00           ,         6.0, windy  , bus           ,          36.5,                 0.67,        6.74, yes       , 06:50        , 06:51        ,            0
N22DCDK116, Sunday   , 07:00           ,         9.4, sunny  , bus           ,          37.3,                 0.57,        8.14, yes       , 06:44        , 06:56        ,            0
N22DCCN631, Sunday   , 07:00           ,         3.6, sunny  , bike          ,          21.7,                 0.56,        8.72, yes       , 06:50        , 07:03        ,            4
N22DCME350, Sunday   , 07:00           ,         7.6, sunny  , bus           ,          36.6,                 0.63,        8.79, yes       , 06:47        , 06:59        ,            0
N22DCDK305, Monday   , 07:00           ,         2.4, sunny  , bike          ,          16.6,                 0.89,        8.37, no        , 06:51        , 06:51        ,            0
N22DCVT660, Tuesday  , 07:00           ,         4.1, sunny  , bike          ,          17.8,                 0.67,        6.52, yes       , 06:46        , 06:54        ,            0
N22DCVT176, Sunday   , 07:00           ,         0.7, rainy  , walk          ,           5.3,                 0.79,        7.55, yes       , 06:52        , 06:56        ,            0
N22DCME921, Thursday , 07:00           ,         8.2, sunny  , bus           ,          23.0,                 0.86,        5.58, no        , 06:38        , 06:47        ,            0
N22DCIT082, Tuesday  , 07:00           ,         6.1, rainy  , bus           ,          28.3,                 0.87,        7.28, no        , 06:47        , 06:49        ,            0
N22DCVT727, Wednesday, 07:00           ,         7.5, sunny  , bus           ,          20.4,                 0.87,        5.15, yes       , 06:37        , 06:47        ,            0
N22DCME129, Friday   , 07:00           ,         1.2, sunny  , walk          ,           4.3,                 0.97,        6.33, yes       , 06:43        , 06:55        ,            0
N22DCDK314, Wednesday, 07:00           ,         8.8, rainy  , bus           ,          39.5,                 0.59,        5.05, yes       , 06:46        , 06:57        ,            0
N22DCIT663, Friday   , 07:00           ,         7.2, rainy  , bus           ,          31.9,                 0.65,        6.03, yes       , 06:46        , 07:00        ,            1
N22DCCN919, Monday   , 07:00           ,         4.4, windy  , bike          ,          20.2,                 0.84,        5.61, yes       , 06:46        , 06:48        ,            0
N22DCCN697, Saturday , 07:00           ,         7.5, sunny  , bus           ,          30.0,                 0.64,        7.59, yes       , 06:45        , 06:49        ,            0
N22DCCN139, Saturday , 07:00           ,         7.6, cloudy , bus           ,          23.8,                 0.83,        8.54, yes       , 06:40        , 06:54        ,            0
N22DCME290, Saturday , 07:00           ,         5.6, sunny  , bus           ,          36.6,                 0.59,        8.84, yes       , 06:50        , 06:57        ,            0
N22DCDK452, Monday   , 07:00           ,         9.6, sunny  , bus           ,          33.3,                 0.6 ,        7.43, yes       , 06:42        , 06:43        ,            0
N22DCIT615, Friday   , 07:00           ,         4.1, cloudy , bike          ,          24.8,                 0.6 ,        5.18, yes       , 06:50        , 06:57        ,            0
N22DCCN018, Friday   , 07:00           ,         7.9, rainy  , bus           ,          30.4,                 0.66,        5.96, yes       , 06:44        , 06:46        ,            0
N22DCIT298, Sunday   , 07:00           ,         4.9, rainy  , bike          ,          18.5,                 0.85,        7.51, yes       , 06:44        , 06:45        ,            0
N22DCCN082, Friday   , 07:00           ,         5.7, sunny  , bus           ,          33.4,                 0.62,        7.84, yes       , 06:49        , 07:01        ,            2
N22DCVT051, Tuesday  , 07:00           ,         3.6, sunny  , bike          ,          20.7,                 0.77,        8.96, yes       , 06:49        , 06:59        ,            0
N22DCDK113, Wednesday, 07:00           ,         5.1, sunny  , bus           ,          23.2,                 0.74,        6.88, yes       , 06:46        , 06:59        ,            0
N22DCME410, Saturday , 07:00           ,         7.9, windy  , bus           ,          28.2,                 0.69,        6.19, yes       , 06:43        , 06:45        ,            0
N22DCIT480, Wednesday, 07:00           ,         9.3, windy  , bus           ,          20.9,                 0.93,        7.05, yes       , 06:33        , 06:39        ,            0
N22DCDK923, Sunday   , 07:00           ,         0.9, sunny  , walk          ,           5.4,                 0.69,        7.95, yes       , 06:50        , 07:03        ,            4
N22DCCN264, Sunday   , 07:00           ,         9.9, rainy  , bus           ,          25.4,                 0.94,        6.55, yes       , 06:36        , 06:43        ,            0
N22DCME883, Tuesday  , 07:00           ,         6.9, sunny  , bus           ,          27.9,                 0.77,        6.71, yes       , 06:45        , 06:57        ,            0
N22DCVT270, Sunday   , 07:00           ,         3.4, cloudy , bike          ,          21.4,                 0.71,        5.89, no        , 06:50        , 06:55        ,            0
N22DCVT630, Monday   , 07:00           ,         9.3, sunny  , bus           ,          38.9,                 0.69,        6.09, yes       , 06:45        , 06:51        ,            0
N22DCVT945, Sunday   , 07:00           ,         5.4, rainy  , bus           ,          31.8,                 0.86,        5.34, yes       , 06:49        , 06:54        ,            0
N22DCME524, Thursday , 07:00           ,         6.8, sunny  , bus           ,          25.6,                 0.74,        5.97, yes       , 06:44        , 06:52        ,            0
N22DCDK517, Friday   , 07:00           ,         5.8, sunny  , bus           ,          36.2,                 0.98,        8.82, yes       , 06:50        , 06:53        ,            0
N22DCVT779, Friday   , 07:00           ,         6.9, cloudy , bus           ,          38.3,                 0.85,        7.12, yes       , 06:49        , 06:56        ,            0
N22DCDK904, Friday   , 07:00           ,         4.9, windy  , bike          ,          23.3,                 0.64,        7.89, no        , 06:47        , 06:59        ,            0
N22DCIT100, Tuesday  , 07:00           ,         4.3, windy  , bike          ,          18.1,                 0.83,        7.02, yes       , 06:45        , 06:58        ,            0
N22DCME841, Wednesday, 07:00           ,         1.0, rainy  , walk          ,           5.7,                 0.92,        6.31, yes       , 06:49        , 06:53        ,            0
N22DCCN947, Friday   , 07:00           ,         8.1, sunny  , bus           ,          26.7,                 0.99,        7.09, yes       , 06:41        , 06:42        ,            0
N22DCME989, Friday   , 07:00           ,         8.4, rainy  , bus           ,          38.6,                 0.99,        7.0 , no        , 06:46        , 06:49        ,            0
N22DCCN611, Friday   , 07:00           ,         1.9, cloudy , walk          ,           4.4,                 0.79,        7.74, yes       , 06:34        , 06:46        ,            0
N22DCDK915, Tuesday  , 07:00           ,         7.2, sunny  , bus           ,          34.5,                 0.99,        7.06, yes       , 06:47        , 07:02        ,            2
N22DCME766, Saturday , 07:00           ,         5.4, rainy  , bus           ,          36.7,                 0.88,        5.46, yes       , 06:51        , 07:04        ,            4
N22DCIT781, Saturday , 07:00           ,         2.8, windy  , bike          ,          24.2,                 0.94,        5.0 , yes       , 06:53        , 07:07        ,            7
N22DCIT060, Thursday , 07:00           ,         9.8, rainy  , bus           ,          40.0,                 0.93,        8.6 , yes       , 06:45        , 06:57        ,            0
N22DCIT746, Sunday   , 07:00           ,         1.5, windy  , walk          ,           6.0,                 0.82,        7.41, yes       , 06:45        , 06:50        ,            0
N22DCCN201, Monday   , 07:00           ,         7.5, rainy  , bus           ,          34.2,                 0.85,        6.9 , yes       , 06:46        , 06:59        ,            0
N22DCME875, Thursday , 07:00           ,         3.5, sunny  , bike          ,          16.5,                 0.94,        5.42, yes       , 06:47        , 07:00        ,            1
N22DCIT790, Sunday   , 07:00           ,         8.4, sunny  , bus           ,          31.7,                 0.63,        8.02, yes       , 06:44        , 06:46        ,            0
N22DCVT181, Saturday , 07:00           ,         4.9, cloudy , bike          ,          21.9,                 0.91,        5.55, no        , 06:46        , 06:52        ,            0
N22DCCN897, Wednesday, 07:00           ,         4.0, cloudy , bike          ,          18.3,                 0.85,        6.83, yes       , 06:46        , 06:57        ,            0
N22DCCN051, Thursday , 07:00           ,         8.4, windy  , bus           ,          26.5,                 0.83,        6.78, yes       , 06:40        , 06:42        ,            0
N22DCCN542, Tuesday  , 07:00           ,         7.8, sunny  , bus           ,          20.0,                 0.58,        5.87, yes       , 06:36        , 06:37        ,            0
N22DCCN794, Friday   , 07:00           ,         0.9, sunny  , walk          ,           4.3,                 0.9 ,        6.63, yes       , 06:47        , 06:56        ,            0
N22DCDK016, Thursday , 07:00           ,         2.5, sunny  , bike          ,          19.1,                 0.77,        6.95, yes       , 06:52        , 07:04        ,            5
N22DCIT689, Tuesday  , 07:00           ,         4.1, rainy  , bike          ,          17.5,                 0.53,        7.18, yes       , 06:45        , 06:46        ,            0
N22DCCN663, Saturday , 07:00           ,         7.7, cloudy , bus           ,          36.3,                 0.68,        8.2 , no        , 06:47        , 07:00        ,            0
N22DCDK291, Monday   , 07:00           ,         3.4, windy  , bike          ,          20.9,                 0.71,        6.25, yes       , 06:50        , 06:55        ,            0
N22DCDK978, Tuesday  , 07:00           ,         2.3, cloudy , bike          ,          19.5,                 0.79,        7.1 , yes       , 06:52        , 07:05        ,            6
N22DCDK429, Monday   , 07:00           ,         7.1, sunny  , bus           ,          20.2,                 0.69,        5.45, yes       , 06:38        , 06:49        ,            0
N22DCVT800, Wednesday, 07:00           ,         3.0, cloudy , bike          ,          15.8,                 0.78,        5.46, yes       , 06:48        , 06:52        ,            0
N22DCIT956, Friday   , 07:00           ,         6.4, sunny  , bus           ,          25.4,                 0.88,        8.04, no        , 06:44        , 06:47        ,            0
N22DCIT506, Thursday , 07:00           ,         6.3, sunny  , bus           ,          38.4,                 0.72,        5.69, yes       , 06:50        , 06:50        ,            0
N22DCCN427, Monday   , 07:00           ,         6.4, sunny  , bus           ,          25.7,                 0.91,        8.59, yes       , 06:45        , 06:46        ,            0
N22DCCN037, Sunday   , 07:00           ,         9.6, rainy  , bus           ,          25.5,                 0.82,        6.16, no        , 06:37        , 06:50        ,            0
N22DCCN311, Saturday , 07:00           ,         8.7, sunny  , bus           ,          33.7,                 0.65,        8.09, yes       , 06:44        , 06:46        ,            0
N22DCCN366, Tuesday  , 07:00           ,         2.1, cloudy , bike          ,          21.8,                 0.97,        8.12, yes       , 06:54        , 06:58        ,            0
N22DCDK541, Saturday , 07:00           ,         7.2, sunny  , bus           ,          36.0,                 0.52,        6.33, yes       , 06:48        , 06:53        ,            0
N22DCCN160, Thursday , 07:00           ,         5.4, rainy  , bus           ,          20.9,                 0.89,        7.44, yes       , 06:44        , 06:51        ,            0
N22DCDK705, Monday   , 07:00           ,         8.5, rainy  , bus           ,          20.2,                 0.76,        5.32, yes       , 06:34        , 06:37        ,            0
N22DCIT055, Tuesday  , 07:00           ,         1.2, cloudy , walk          ,           5.8,                 0.8 ,        5.85, no        , 06:47        , 06:52        ,            0
N22DCVT555, Monday   , 07:00           ,         6.7, rainy  , bus           ,          32.2,                 0.92,        8.49, no        , 06:47        , 06:55        ,            0
N22DCCN495, Wednesday, 07:00           ,         2.9, sunny  , bike          ,          17.3,                 0.75,        7.43, yes       , 06:49        , 06:50        ,            0
N22DCVT412, Sunday   , 07:00           ,         2.4, sunny  , bike          ,          21.6,                 0.52,        8.19, no        , 06:53        , 07:00        ,            1
N22DCDK465, Friday   , 07:00           ,         4.8, sunny  , bike          ,          17.4,                 0.94,        5.93, yes       , 06:43        , 06:52        ,            0
N22DCME083, Tuesday  , 07:00           ,         3.9, cloudy , bike          ,          18.1,                 0.93,        5.15, yes       , 06:47        , 06:54        ,            0
N22DCCN461, Wednesday, 07:00           ,        10.0, rainy  , bus           ,          37.0,                 0.78,        6.43, yes       , 06:43        , 06:44        ,            0
N22DCCN128, Thursday , 07:00           ,         3.2, sunny  , bike          ,          22.2,                 0.73,        8.0 , yes       , 06:51        , 07:00        ,            0
N22DCVT028, Tuesday  , 07:00           ,         3.0, rainy  , bike          ,          19.1,                 0.66,        8.16, yes       , 06:50        , 07:03        ,            3
N22DCIT689, Friday   , 07:00           ,         9.0, rainy  , bus           ,          20.9,                 0.92,        7.36, yes       , 06:34        , 06:44        ,            0
N22DCVT817, Friday   , 07:00           ,         3.1, windy  , bike          ,          23.7,                 0.8 ,        7.97, yes       , 06:52        , 07:05        ,            6
N22DCVT143, Tuesday  , 07:00           ,         6.6, rainy  , bus           ,          23.9,                 0.83,        6.27, yes       , 06:43        , 06:43        ,            0
N22DCCN058, Friday   , 07:00           ,         3.5, sunny  , bike          ,          24.0,                 0.61,        8.59, no        , 06:51        , 06:54        ,            0
N22DCCN724, Saturday , 07:00           ,         1.9, windy  , walk          ,           4.1,                 0.69,        7.1 , yes       , 06:32        , 06:38        ,            0
N22DCME230, Tuesday  , 07:00           ,         8.5, cloudy , bus           ,          25.1,                 0.92,        6.78, yes       , 06:39        , 06:47        ,            0
N22DCME434, Sunday   , 07:00           ,         6.2, cloudy , bus           ,          31.3,                 0.82,        5.6 , no        , 06:48        , 06:57        ,            0
N22DCVT626, Saturday , 07:00           ,         8.6, sunny  , bus           ,          26.7,                 0.75,        5.53, yes       , 06:40        , 06:50        ,            0
N22DCIT339, Monday   , 07:00           ,         7.1, sunny  , bus           ,          25.3,                 0.86,        7.58, yes       , 06:43        , 06:43        ,            0
N22DCME064, Thursday , 07:00           ,         4.0, cloudy , bike          ,          21.1,                 0.74,        7.93, yes       , 06:48        , 07:02        ,            3
N22DCDK418, Wednesday, 07:00           ,         6.6, cloudy , bus           ,          26.9,                 0.83,        6.63, yes       , 06:45        , 06:56        ,            0
N22DCME350, Tuesday  , 07:00           ,         7.1, rainy  , bus           ,          28.3,                 0.59,        6.69, no        , 06:44        , 06:45        ,            0
N22DCIT736, Friday   , 07:00           ,         6.5, rainy  , bus           ,          20.6,                 0.96,        7.43, yes       , 06:41        , 06:49        ,            0
N22DCDK017, Monday   , 07:00           ,         1.9, sunny  , walk          ,           4.5,                 0.56,        5.96, no        , 06:34        , 06:37        ,            0
N22DCIT893, Thursday , 07:00           ,         2.0, sunny  , bike          ,          22.0,                 0.52,        8.38, yes       , 06:54        , 07:02        ,            2
N22DCDK746, Wednesday, 07:00           ,         5.8, sunny  , bus           ,          37.4,                 0.87,        7.82, yes       , 06:50        , 06:50        ,            0
N22DCVT840, Tuesday  , 07:00           ,         9.7, sunny  , bus           ,          27.3,                 0.78,        7.5 , yes       , 06:38        , 06:48        ,            0
N22DCDK470, Tuesday  , 07:00           ,         1.5, sunny  , walk          ,           5.8,                 0.82,        8.26, yes       , 06:44        , 06:45        ,            0
N22DCME143, Sunday   , 07:00           ,         2.7, sunny  , bike          ,          22.8,                 0.59,        8.73, yes       , 06:52        , 07:03        ,            4
N22DCVT129, Sunday   , 07:00           ,         1.6, rainy  , walk          ,           5.6,                 0.86,        5.51, yes       , 06:42        , 06:55        ,            0
N22DCME047, Saturday , 07:00           ,         9.0, sunny  , bus           ,          20.5,                 0.79,        7.91, yes       , 06:33        , 06:37        ,            0
N22DCDK989, Wednesday, 07:00           ,         7.1, sunny  , bus           ,          30.1,                 0.86,        5.39, yes       , 06:45        , 06:58        ,            0
N22DCDK037, Wednesday, 07:00           ,         9.2, sunny  , bus           ,          23.2,                 0.53,        6.18, yes       , 06:36        , 06:47        ,            0
N22DCCN119, Tuesday  , 07:00           ,         9.3, sunny  , bus           ,          35.8,                 0.57,        6.91, yes       , 06:44        , 06:57        ,            0
N22DCME893, Saturday , 07:00           ,         3.4, sunny  , bike          ,          21.6,                 0.72,        6.64, yes       , 06:50        , 07:03        ,            4
N22DCCN397, Monday   , 07:00           ,         5.4, rainy  , bus           ,          28.0,                 0.58,        5.59, yes       , 06:48        , 06:53        ,            0
N22DCME106, Friday   , 07:00           ,         9.2, windy  , bus           ,          31.5,                 0.73,        7.59, yes       , 06:42        , 06:52        ,            0
N22DCVT624, Saturday , 07:00           ,         7.9, sunny  , bus           ,          25.9,                 0.85,        5.97, yes       , 06:41        , 06:50        ,            0
N22DCCN205, Friday   , 07:00           ,         7.8, cloudy , bus           ,          22.6,                 0.83,        5.96, yes       , 06:39        , 06:52        ,            0
N22DCIT587, Monday   , 07:00           ,         6.7, sunny  , bus           ,          35.5,                 0.97,        8.82, yes       , 06:48        , 07:03        ,            3
N22DCIT834, Saturday , 07:00           ,         9.1, sunny  , bus           ,          38.9,                 0.87,        7.48, yes       , 06:45        , 06:46        ,            0
N22DCVT257, Thursday , 07:00           ,         8.4, sunny  , bus           ,          32.2,                 0.84,        7.88, yes       , 06:44        , 06:46        ,            0
N22DCIT470, Thursday , 07:00           ,         2.7, sunny  , bike          ,          18.0,                 0.8 ,        5.3 , no        , 06:51        , 06:57        ,            0
N22DCVT799, Wednesday, 07:00           ,         6.1, cloudy , bus           ,          34.4,                 0.6 ,        5.29, yes       , 06:49        , 06:53        ,            0
N22DCDK810, Saturday , 07:00           ,         4.3, sunny  , bike          ,          24.0,                 0.84,        7.96, yes       , 06:49        , 06:52        ,            0
N22DCIT665, Wednesday, 07:00           ,         8.1, windy  , bus           ,          33.8,                 0.87,        6.9 , yes       , 06:45        , 06:59        ,            0
N22DCIT911, Wednesday, 07:00           ,         4.4, sunny  , bike          ,          20.1,                 0.7 ,        5.1 , yes       , 06:46        , 07:00        ,            0
N22DCVT478, Wednesday, 07:00           ,         6.9, windy  , bus           ,          22.9,                 0.98,        6.3 , yes       , 06:41        , 06:55        ,            0
N22DCME347, Thursday , 07:00           ,         4.7, sunny  , bike          ,          24.5,                 0.92,        5.32, yes       , 06:48        , 06:56        ,            0
N22DCME440, Saturday , 07:00           ,         4.6, cloudy , bike          ,          22.4,                 0.98,        5.01, no        , 06:47        , 06:54        ,            0
N22DCIT473, Thursday , 07:00           ,         4.5, rainy  , bike          ,          20.5,                 0.67,        5.68, yes       , 06:46        , 06:54        ,            0
N22DCDK846, Sunday   , 07:00           ,         7.6, cloudy , bus           ,          36.7,                 0.7 ,        5.42, yes       , 06:47        , 06:55        ,            0
N22DCVT798, Wednesday, 07:00           ,         0.9, windy  , walk          ,           4.3,                 0.64,        5.4 , yes       , 06:47        , 07:00        ,            1
N22DCCN321, Friday   , 07:00           ,         1.0, cloudy , walk          ,           4.4,                 0.88,        7.25, yes       , 06:46        , 06:55        ,            0
N22DCVT358, Saturday , 07:00           ,         5.8, windy  , bus           ,          37.7,                 0.97,        8.61, yes       , 06:50        , 06:51        ,            0
N22DCIT979, Saturday , 07:00           ,         8.4, sunny  , bus           ,          39.1,                 0.55,        6.71, yes       , 06:47        , 06:56        ,            0
N22DCIT527, Saturday , 07:00           ,         2.2, sunny  , bike          ,          21.2,                 0.54,        8.74, no        , 06:53        , 06:57        ,            0
N22DCCN488, Sunday   , 07:00           ,         4.1, rainy  , bike          ,          20.4,                 0.87,        8.0 , no        , 06:47        , 06:54        ,            0
N22DCVT976, Friday   , 07:00           ,         1.8, rainy  , walk          ,           5.8,                 0.92,        5.35, yes       , 06:41        , 06:52        ,            0
N22DCCN283, Sunday   , 07:00           ,         4.1, cloudy , bike          ,          22.3,                 0.71,        8.81, yes       , 06:48        , 07:00        ,            1
N22DCME029, Wednesday, 07:00           ,         4.4, rainy  , bike          ,          20.3,                 0.76,        6.23, yes       , 06:46        , 06:56        ,            0
N22DCVT536, Monday   , 07:00           ,         8.7, sunny  , bus           ,          32.0,                 0.94,        5.16, yes       , 06:43        , 06:50        ,            0
N22DCDK792, Wednesday, 07:00           ,         2.0, sunny  , bike          ,          18.4,                 0.96,        8.81, yes       , 06:53        , 07:01        ,            1
N22DCDK882, Sunday   , 07:00           ,         5.9, rainy  , bus           ,          39.7,                 0.64,        6.21, yes       , 06:51        , 06:56        ,            0
N22DCVT802, Thursday , 07:00           ,         1.1, sunny  , walk          ,           5.3,                 0.86,        6.1 , yes       , 06:47        , 07:00        ,            0
N22DCME425, Saturday , 07:00           ,         0.8, sunny  , walk          ,           5.0,                 0.65,        5.43, no        , 06:50        , 06:58        ,            0
N22DCDK649, Saturday , 07:00           ,         8.9, windy  , bus           ,          39.1,                 0.84,        8.54, yes       , 06:46        , 06:46        ,            0
N22DCIT041, Friday   , 07:00           ,         1.3, cloudy , walk          ,           4.9,                 0.97,        8.79, yes       , 06:44        , 06:47        ,            0
N22DCIT448, Friday   , 07:00           ,         8.1, sunny  , bus           ,          30.3,                 0.79,        7.51, no        , 06:43        , 06:57        ,            0
N22DCVT502, Friday   , 07:00           ,         1.4, windy  , walk          ,           4.7,                 0.6 ,        6.41, yes       , 06:42        , 06:45        ,            0
N22DCCN429, Tuesday  , 07:00           ,         4.2, cloudy , bike          ,          18.0,                 0.57,        5.01, yes       , 06:46        , 06:52        ,            0
N22DCIT728, Thursday , 07:00           ,         3.4, rainy  , bike          ,          21.9,                 0.64,        7.58, yes       , 06:50        , 06:58        ,            0
N22DCDK493, Tuesday  , 07:00           ,         5.6, sunny  , bus           ,          23.9,                 0.53,        5.41, yes       , 06:45        , 06:54        ,            0
N22DCIT295, Tuesday  , 07:00           ,         2.2, rainy  , bike          ,          17.5,                 0.71,        5.15, no        , 06:52        , 06:53        ,            0
N22DCCN299, Wednesday, 07:00           ,         3.1, sunny  , bike          ,          21.7,                 0.77,        6.97, no        , 06:51        , 06:57        ,            0
N22DCME706, Wednesday, 07:00           ,         1.1, sunny  , walk          ,           4.3,                 0.5 ,        7.43, yes       , 06:44        , 06:50        ,            0
N22DCCN499, Friday   , 07:00           ,         0.7, rainy  , walk          ,           5.5,                 0.51,        5.88, yes       , 06:52        , 07:01        ,            2
N22DCME858, Saturday , 07:00           ,         2.7, sunny  , bike          ,          21.6,                 0.7 ,        6.79, yes       , 06:52        , 06:53        ,            0
N22DCME486, Thursday , 07:00           ,         1.8, sunny  , walk          ,           4.9,                 0.88,        8.05, yes       , 06:37        , 06:52        ,            0
N22DCDK384, Thursday , 07:00           ,         8.7, rainy  , bus           ,          31.2,                 1.0 ,        6.13, yes       , 06:43        , 06:54        ,            0
N22DCIT796, Tuesday  , 07:00           ,         8.6, sunny  , bus           ,          31.8,                 0.56,        5.34, yes       , 06:43        , 06:55        ,            0
N22DCCN927, Saturday , 07:00           ,         1.7, windy  , walk          ,           4.6,                 0.61,        7.36, no        , 06:37        , 06:42        ,            0
N22DCVT633, Sunday   , 07:00           ,         0.9, sunny  , walk          ,           5.3,                 0.65,        6.6 , no        , 06:49        , 07:00        ,            1
N22DCDK933, Wednesday, 07:00           ,         5.7, cloudy , bus           ,          23.3,                 0.64,        7.62, no        , 06:45        , 06:51        ,            0
N22DCDK940, Monday   , 07:00           ,         5.8, cloudy , bus           ,          24.2,                 0.58,        6.08, yes       , 06:45        , 06:54        ,            0
N22DCDK039, Thursday , 07:00           ,         8.8, sunny  , bus           ,          33.7,                 0.99,        6.65, yes       , 06:44        , 06:53        ,            0
N22DCDK411, Friday   , 07:00           ,         0.7, rainy  , walk          ,           4.1,                 0.52,        5.44, no        , 06:49        , 06:52        ,            0
N22DCDK436, Monday   , 07:00           ,         4.3, rainy  , bike          ,          24.7,                 0.79,        5.82, yes       , 06:49        , 07:00        ,            0
N22DCDK575, Thursday , 07:00           ,         1.6, sunny  , walk          ,           4.1,                 0.69,        6.74, yes       , 06:36        , 06:46        ,            0
