student_id,weekday,distance_km,weather,transport_mode,avg_speed_kmh,habitual_punctuality,sleep_hours,alarm_used,hour_start_time,traffic_condition,preparation_time,unexpected_event,class_importance,is_late
N22DCQCN271,Monday,6.9,sunny,train,42.9,0.67,4.7,no,16,heavy,24.0,no,low,yes
N22DCQCN272,Wednesday,4.6,rainy,car,30.1,1.0,7.4,no,8,light,37.0,no,medium,no
N22DCQCN273,Monday,1.0,sunny,train,55.1,0.51,5.9,no,7,heavy,33.0,no,low,yes
N22DCQCN274,Thursday,1.0,sunny,train,53.1,0.54,7.0,no,10,light,10.0,no,medium,no
N22DCQCN275,Friday,3.5,sunny,bike,23.6,0.72,9.2,yes,15,light,48.0,no,high,no
N22DCQCN276,Thursday,1.0,sunny,walk,6.4,0.87,6.7,yes,7,moderate,46.0,no,medium,no
N22DCQCN277,Friday,8.9,sunny,bike,15.7,0.64,7.5,yes,9,heavy,12.0,no,medium,no
N22DCQCN278,Friday,10.9,sunny,car,41.3,0.87,4.0,yes,7,moderate,53.0,no,medium,yes
N22DCQCN279,Monday,13.4,rainy,bus,28.6,0.86,9.4,yes,7,moderate,44.0,no,medium,yes
N22DCQCN280,Wednesday,11.0,sunny,bus,28.0,0.73,5.1,yes,15,light,34.0,no,high,no
N22DCQCN281,Wednesday,22.1,sunny,car,31.0,0.58,5.9,yes,13,moderate,10.0,no,medium,no
N22DCQCN282,Friday,11.0,cloudy,train,42.6,0.7,7.1,yes,7,moderate,29.0,no,medium,no
N22DCQCN283,Friday,16.0,sunny,bus,30.4,0.95,6.7,no,16,moderate,17.0,no,low,no
N22DCQCN284,Monday,12.7,sunny,bus,30.7,0.75,6.6,no,7,heavy,31.0,no,low,no
N22DCQCN285,Monday,10.6,sunny,walk,5.2,0.7,6.7,yes,10,light,57.0,no,high,yes
N22DCQCN286,Monday,2.0,rainy,bike,14.8,0.71,8.2,yes,13,moderate,41.0,no,low,no
N22DCQCN287,Thursday,10.2,cloudy,car,29.3,0.49,8.9,yes,10,light,30.0,yes,high,no
N22DCQCN288,Monday,23.0,sunny,bus,25.8,0.77,7.6,yes,13,moderate,40.0,no,medium,yes
N22DCQCN289,Thursday,19.9,rainy,bike,14.2,0.76,6.5,yes,13,heavy,10.0,yes,medium,yes
N22DCQCN290,Tuesday,1.0,sunny,bike,17.7,0.89,8.6,yes,9,light,12.0,no,medium,no
N22DCQCN291,Monday,1.0,sunny,car,46.6,0.8,4.0,yes,15,light,27.0,no,medium,no
N22DCQCN292,Monday,17.7,rainy,car,35.9,0.35,6.1,yes,7,heavy,36.0,no,medium,yes
N22DCQCN293,Tuesday,22.2,sunny,walk,5.2,0.7,10.0,no,15,light,22.0,no,low,yes
N22DCQCN294,Monday,1.0,rainy,bus,25.2,0.1,7.2,no,8,heavy,19.0,no,medium,no
N22DCQCN295,Monday,14.9,cloudy,car,31.9,0.66,5.3,yes,7,heavy,36.0,no,low,yes
N22DCQCN296,Friday,15.3,cloudy,bike,17.6,0.85,5.1,no,9,heavy,16.0,no,high,yes
N22DCQCN297,Monday,23.6,cloudy,bus,26.1,0.52,7.6,no,7,heavy,30.0,no,medium,yes
N22DCQCN298,Wednesday,12.7,sunny,bike,17.7,0.46,9.6,yes,14,light,59.0,no,low,yes
N22DCQCN299,Monday,21.4,sunny,bus,17.6,1.0,6.8,yes,9,moderate,60.0,no,high,yes
N22DCQCN300,Monday,2.0,sunny,walk,6.4,0.69,4.3,yes,9,heavy,30.0,no,medium,no
N22DCQCN301,Monday,4.0,cloudy,bus,31.9,0.43,6.5,no,10,light,43.0,no,low,no
N22DCQCN302,Thursday,9.5,sunny,bike,19.5,0.88,5.7,yes,7,moderate,37.0,no,low,yes
N22DCQCN303,Monday,2.3,sunny,train,42.3,0.3,4.0,no,14,light,23.0,no,medium,no
N22DCQCN304,Wednesday,15.1,cloudy,walk,6.4,0.62,7.6,yes,15,light,34.0,no,low,yes
N22DCQCN305,Friday,1.0,sunny,car,37.1,1.0,6.2,yes,7,heavy,10.0,no,medium,no
N22DCQCN306,Thursday,1.0,sunny,walk,5.0,0.59,6.7,yes,14,heavy,10.0,no,medium,no
N22DCQCN307,Wednesday,1.0,cloudy,walk,5.0,0.88,7.7,yes,9,light,19.0,no,medium,no
N22DCQCN308,Thursday,14.0,windy,car,34.7,0.71,4.6,yes,16,light,48.0,no,high,yes
N22DCQCN309,Monday,4.7,cloudy,train,46.3,0.75,7.0,yes,13,heavy,12.0,no,medium,no
N22DCQCN310,Thursday,1.0,sunny,bus,27.2,0.7,7.5,yes,9,heavy,22.0,yes,medium,no
N22DCQCN311,Thursday,12.0,cloudy,bike,17.3,0.89,8.0,yes,7,moderate,35.0,no,medium,yes
N22DCQCN312,Wednesday,16.1,sunny,bike,17.7,0.46,9.9,yes,8,light,34.0,no,low,yes
N22DCQCN313,Tuesday,11.9,cloudy,bus,23.6,0.57,7.3,yes,9,moderate,34.0,no,high,no
N22DCQCN314,Monday,19.4,cloudy,car,38.6,0.91,6.7,yes,9,moderate,38.0,no,medium,yes
N22DCQCN315,Tuesday,7.9,rainy,car,40.4,0.8,7.7,no,14,moderate,37.0,no,high,no
N22DCQCN316,Monday,30.0,sunny,bus,31.7,0.8,6.0,yes,10,light,29.0,no,medium,yes
N22DCQCN317,Wednesday,15.5,windy,bus,22.5,0.93,8.2,yes,8,moderate,26.0,no,medium,yes
N22DCQCN318,Tuesday,11.6,sunny,bus,23.8,0.94,7.7,yes,9,light,10.0,no,medium,no
N22DCQCN319,Friday,8.9,sunny,bike,13.2,0.78,7.0,yes,8,heavy,38.0,no,medium,yes
N22DCQCN320,Friday,10.3,rainy,car,35.8,0.63,4.7,yes,13,moderate,33.0,no,medium,no
N22DCQCN321,Monday,3.6,cloudy,bus,23.3,0.49,5.6,yes,9,moderate,41.0,no,medium,no
N22DCQCN322,Wednesday,5.1,sunny,bus,21.9,0.6,5.7,no,8,heavy,42.0,no,high,yes
N22DCQCN323,Friday,1.0,sunny,walk,5.0,0.92,4.4,no,9,heavy,57.0,no,medium,yes
N22DCQCN324,Wednesday,1.1,rainy,bus,22.6,0.7,7.3,yes,13,moderate,38.0,no,high,no
N22DCQCN325,Friday,1.9,rainy,car,31.6,0.33,6.8,yes,15,light,15.0,no,high,no
N22DCQCN326,Monday,13.9,sunny,bus,26.7,0.44,10.0,no,13,light,10.0,no,high,no
N22DCQCN327,Monday,7.6,sunny,car,36.1,0.97,6.7,yes,10,light,19.0,no,medium,no
N22DCQCN328,Monday,1.0,sunny,car,38.3,0.78,7.5,no,8,moderate,10.0,no,medium,no
N22DCQCN329,Thursday,10.5,rainy,car,27.0,0.62,7.6,yes,8,light,40.0,no,medium,no
N22DCQCN330,Wednesday,8.0,sunny,bike,17.5,0.72,8.8,yes,7,heavy,22.0,no,medium,no
N22DCQCN331,Friday,9.7,rainy,bus,23.6,0.93,7.9,no,15,light,17.0,yes,medium,no
N22DCQCN332,Monday,2.6,rainy,car,46.3,0.33,9.5,yes,13,light,47.0,no,high,no
N22DCQCN333,Monday,16.3,cloudy,car,40.5,0.4,5.7,no,7,heavy,60.0,no,high,yes
N22DCQCN334,Monday,4.0,cloudy,car,48.5,0.59,6.1,yes,9,moderate,30.0,no,high,no
N22DCQCN335,Wednesday,17.6,sunny,walk,5.2,0.84,6.8,yes,16,moderate,28.0,no,medium,yes
N22DCQCN336,Monday,11.2,rainy,train,52.6,0.32,5.2,yes,9,moderate,10.0,yes,medium,no
N22DCQCN337,Monday,17.3,sunny,car,34.5,0.58,6.7,yes,15,moderate,41.0,no,low,yes
N22DCQCN338,Tuesday,1.0,windy,train,54.1,1.0,7.5,yes,8,light,19.0,no,high,no
N22DCQCN339,Thursday,9.7,sunny,bike,20.3,0.59,7.6,yes,14,heavy,48.0,yes,medium,yes
N22DCQCN340,Tuesday,25.7,cloudy,bus,20.5,1.0,7.6,yes,16,light,35.0,no,medium,yes
N22DCQCN341,Tuesday,5.7,sunny,bus,28.2,0.85,7.8,yes,16,light,38.0,yes,medium,no
N22DCQCN342,Thursday,19.8,sunny,walk,5.4,0.7,10.0,no,10,light,32.0,no,medium,yes
N22DCQCN343,Thursday,17.7,rainy,bike,15.1,0.65,7.5,yes,7,moderate,39.0,yes,medium,yes
N22DCQCN344,Monday,19.7,sunny,bus,26.5,0.59,4.0,yes,13,light,42.0,no,high,yes
N22DCQCN345,Monday,16.9,sunny,car,33.1,0.68,4.2,no,7,moderate,56.0,no,high,yes
N22DCQCN346,Wednesday,15.9,sunny,bus,27.0,0.51,5.9,yes,9,light,52.0,no,low,yes
N22DCQCN347,Monday,16.4,sunny,bike,17.2,0.51,7.4,yes,14,moderate,18.0,no,high,yes
N22DCQCN348,Thursday,20.1,rainy,bike,20.2,0.56,10.0,yes,8,moderate,28.0,no,medium,yes
N22DCQCN349,Friday,1.0,sunny,bike,16.6,0.72,7.5,yes,15,moderate,57.0,no,high,no
N22DCQCN350,Friday,15.3,cloudy,walk,5.8,0.6,8.4,yes,13,moderate,24.0,no,medium,yes
N22DCQCN351,Thursday,23.9,sunny,walk,5.0,0.72,5.1,yes,13,moderate,60.0,no,medium,yes
N22DCQCN352,Monday,1.0,sunny,bus,23.9,0.95,7.4,yes,7,heavy,36.0,no,medium,no
N22DCQCN353,Friday,10.7,rainy,walk,5.0,0.77,6.0,yes,8,heavy,50.0,no,medium,yes
N22DCQCN354,Monday,12.0,cloudy,walk,5.0,0.83,7.6,yes,8,moderate,10.0,no,high,yes
N22DCQCN355,Wednesday,4.5,cloudy,bike,16.3,0.54,8.6,yes,7,light,54.0,no,medium,no
N22DCQCN356,Monday,4.1,cloudy,walk,5.0,0.74,4.8,yes,14,light,25.0,no,medium,yes
N22DCQCN357,Tuesday,8.8,sunny,bus,25.8,0.76,5.3,yes,10,moderate,31.0,no,high,no
N22DCQCN358,Tuesday,11.6,cloudy,walk,5.0,0.48,8.7,yes,13,light,10.0,no,medium,yes
N22DCQCN359,Tuesday,1.0,sunny,walk,5.0,1.0,7.3,yes,8,moderate,10.0,no,medium,no
N22DCQCN360,Monday,4.4,sunny,bike,22.6,0.73,7.7,no,13,moderate,28.0,no,medium,no
N22DCQCN361,Tuesday,7.7,sunny,car,36.2,0.57,4.0,yes,9,moderate,20.0,no,high,no
N22DCQCN362,Tuesday,18.0,sunny,bike,19.7,0.42,5.1,yes,15,light,15.0,no,low,yes
N22DCQCN363,Friday,15.8,sunny,bus,27.1,0.86,7.0,yes,10,moderate,39.0,no,high,yes
N22DCQCN364,Thursday,16.1,rainy,bike,15.3,0.86,6.1,yes,7,moderate,47.0,no,low,yes
N22DCQCN365,Monday,13.0,cloudy,car,36.6,0.44,6.2,yes,8,heavy,21.0,no,medium,no
N22DCQCN366,Monday,8.4,sunny,bike,15.9,0.99,7.9,yes,14,heavy,15.0,no,medium,no
N22DCQCN367,Monday,2.7,rainy,bike,16.5,0.64,5.6,yes,15,light,16.0,no,medium,no
N22DCQCN368,Wednesday,13.9,rainy,car,31.4,0.98,7.2,no,13,heavy,22.0,no,medium,no
N22DCQCN369,Monday,1.0,sunny,bus,24.0,0.56,8.3,yes,8,moderate,15.0,no,high,no
N22DCQCN370,Wednesday,6.3,windy,bus,29.2,0.47,6.2,yes,7,moderate,34.0,no,medium,no
N22DCQCN371,Friday,9.6,sunny,bus,27.3,0.79,7.0,yes,13,moderate,18.0,no,medium,no
N22DCQCN372,Wednesday,4.5,windy,train,48.7,0.68,8.7,yes,9,moderate,30.0,no,medium,no
N22DCQCN373,Tuesday,13.6,sunny,bike,14.9,0.69,8.5,no,15,light,25.0,no,medium,yes
N22DCQCN374,Thursday,25.7,rainy,bike,19.4,0.85,5.0,yes,10,light,10.0,no,medium,yes
N22DCQCN375,Thursday,15.1,rainy,bike,19.8,0.51,6.8,yes,13,moderate,42.0,no,low,yes
N22DCQCN376,Thursday,28.1,cloudy,car,39.9,0.97,4.1,yes,9,light,59.0,no,medium,yes
N22DCQCN377,Monday,1.0,sunny,walk,5.0,0.77,7.4,no,10,light,47.0,yes,medium,no
N22DCQCN378,Thursday,1.0,rainy,bus,26.8,0.71,4.1,yes,9,moderate,29.0,no,medium,no
N22DCQCN379,Wednesday,8.9,rainy,car,31.1,0.41,8.4,no,8,moderate,23.0,no,high,no
N22DCQCN380,Monday,19.4,sunny,walk,5.0,0.5,5.9,yes,7,heavy,15.0,no,medium,yes
N22DCQCN381,Thursday,1.0,rainy,bike,19.7,0.76,4.9,yes,9,light,34.0,no,medium,no
N22DCQCN382,Thursday,13.7,sunny,train,52.8,0.68,10.0,yes,8,light,23.0,no,medium,no
N22DCQCN383,Thursday,10.0,sunny,bus,19.7,0.51,7.6,no,7,heavy,27.0,no,high,no
N22DCQCN384,Monday,18.0,cloudy,car,27.3,0.66,8.6,yes,10,light,33.0,no,low,yes
N22DCQCN385,Monday,1.0,sunny,bus,25.3,0.41,7.1,yes,8,heavy,45.0,yes,low,no
N22DCQCN386,Tuesday,12.1,cloudy,bike,14.6,0.1,6.3,yes,8,heavy,52.0,no,medium,yes
N22DCQCN387,Thursday,1.0,cloudy,walk,5.4,0.85,9.8,yes,9,moderate,15.0,no,high,no
N22DCQCN388,Thursday,5.2,sunny,bike,15.8,0.8,10.0,yes,9,moderate,27.0,no,medium,no
N22DCQCN389,Tuesday,24.7,cloudy,bike,18.1,0.42,8.6,yes,7,light,54.0,no,medium,yes
N22DCQCN390,Friday,16.7,sunny,bike,18.0,0.46,7.7,yes,9,moderate,10.0,no,medium,yes
N22DCQCN391,Monday,8.3,sunny,bus,30.7,0.35,4.1,no,9,heavy,12.0,no,medium,yes
N22DCQCN392,Wednesday,23.2,sunny,bike,14.8,0.64,4.3,yes,7,moderate,36.0,no,medium,yes
N22DCQCN393,Monday,2.3,sunny,bus,18.4,0.49,7.6,yes,16,heavy,18.0,no,medium,no
N22DCQCN394,Friday,1.0,rainy,bus,26.4,0.79,4.0,yes,8,heavy,34.0,no,low,yes
N22DCQCN395,Thursday,17.6,rainy,bike,16.1,0.78,10.0,yes,9,light,42.0,no,medium,yes
N22DCQCN396,Friday,22.4,cloudy,bus,20.9,0.8,5.7,yes,15,light,20.0,no,high,yes
N22DCQCN397,Wednesday,7.2,cloudy,car,34.7,0.67,7.6,no,8,moderate,30.0,no,high,no
N22DCQCN398,Wednesday,3.7,sunny,bus,24.7,0.76,6.5,yes,14,moderate,10.0,no,low,no
N22DCQCN399,Thursday,21.6,rainy,bus,22.8,0.76,7.3,yes,8,moderate,40.0,no,medium,yes
N22DCQCN400,Friday,10.1,cloudy,bus,24.1,1.0,5.8,yes,7,heavy,28.0,no,medium,yes
N22DCQCN401,Thursday,4.9,sunny,bus,23.6,0.27,8.1,no,7,moderate,25.0,no,medium,no
N22DCQCN402,Wednesday,13.4,sunny,bus,22.0,0.65,6.2,no,14,light,10.0,no,medium,no
N22DCQCN403,Wednesday,1.0,cloudy,train,54.6,0.84,4.7,yes,8,moderate,14.0,no,low,no
N22DCQCN404,Friday,1.6,sunny,bus,22.8,0.48,6.2,yes,8,moderate,42.0,no,medium,no
N22DCQCN405,Thursday,5.0,sunny,bus,23.3,0.74,6.7,yes,14,moderate,37.0,no,high,no
N22DCQCN406,Monday,1.0,cloudy,train,49.0,0.48,6.8,no,8,heavy,27.0,no,medium,no
N22DCQCN407,Thursday,14.2,cloudy,bike,13.0,0.69,4.9,yes,8,heavy,31.0,no,high,no
N22DCQCN408,Monday,16.4,sunny,car,34.4,0.7,6.6,yes,10,light,36.0,no,high,no
N22DCQCN409,Wednesday,6.6,rainy,car,37.9,0.26,6.5,yes,15,light,27.0,no,low,no
N22DCQCN410,Monday,1.0,cloudy,bus,33.2,0.58,6.6,yes,10,moderate,33.0,no,medium,no
N22DCQCN411,Monday,2.6,sunny,bike,16.4,0.84,7.7,no,8,heavy,24.0,no,high,no
N22DCQCN412,Wednesday,10.5,sunny,bus,27.2,1.0,7.0,yes,10,light,10.0,no,high,no
N22DCQCN413,Wednesday,1.0,cloudy,bus,23.7,0.49,4.4,yes,13,light,34.0,no,high,no
N22DCQCN414,Wednesday,12.9,cloudy,walk,5.3,0.63,4.4,yes,14,moderate,34.0,no,high,yes
N22DCQCN415,Monday,13.3,cloudy,bus,22.3,0.84,8.9,yes,9,heavy,10.0,no,medium,no
N22DCQCN416,Thursday,16.0,cloudy,bike,14.3,0.57,4.0,yes,7,moderate,55.0,no,low,yes
N22DCQCN417,Monday,9.1,sunny,bike,18.1,0.52,5.2,yes,13,heavy,26.0,no,medium,no
N22DCQCN418,Tuesday,20.0,sunny,train,42.3,0.63,7.6,yes,9,light,36.0,no,high,no
N22DCQCN419,Thursday,13.3,cloudy,bus,27.1,0.62,4.0,yes,9,heavy,18.0,no,medium,yes
N22DCQCN420,Wednesday,14.3,cloudy,walk,5.4,0.81,8.8,yes,15,light,16.0,no,medium,yes
N22DCQCN421,Monday,3.9,sunny,bike,17.2,0.41,5.9,yes,8,moderate,50.0,no,high,no
N22DCQCN422,Tuesday,13.9,cloudy,train,60.0,0.41,9.1,no,8,moderate,16.0,yes,medium,no
N22DCQCN423,Thursday,1.0,rainy,train,48.1,0.72,5.8,no,7,light,26.0,no,low,no
N22DCQCN424,Thursday,15.5,cloudy,train,47.2,0.41,4.0,yes,13,light,15.0,no,low,no
N22DCQCN425,Monday,1.0,cloudy,train,42.5,0.66,5.6,no,7,heavy,55.0,no,low,yes
N22DCQCN426,Friday,4.2,sunny,bus,21.8,0.78,7.9,yes,10,light,36.0,yes,medium,no
N22DCQCN427,Wednesday,5.6,cloudy,train,46.6,0.9,9.4,yes,7,heavy,21.0,no,medium,no
N22DCQCN428,Wednesday,1.0,cloudy,bus,27.6,1.0,10.0,yes,8,light,10.0,no,high,no
N22DCQCN429,Monday,30.0,rainy,walk,5.7,0.81,10.0,yes,7,moderate,20.0,no,medium,yes
N22DCQCN430,Thursday,1.0,rainy,train,55.7,0.56,7.3,yes,9,light,45.0,no,medium,no
N22DCQCN431,Friday,19.2,rainy,train,46.3,0.67,6.9,yes,15,moderate,17.0,no,high,no
N22DCQCN432,Friday,8.8,cloudy,car,39.3,0.79,7.6,no,7,heavy,47.0,yes,medium,yes
N22DCQCN433,Wednesday,17.4,sunny,bike,20.8,0.31,7.9,yes,15,moderate,17.0,no,medium,yes
N22DCQCN434,Wednesday,7.9,cloudy,car,35.9,0.85,6.2,yes,10,light,16.0,no,high,no
N22DCQCN435,Wednesday,8.8,sunny,bike,15.7,0.63,7.6,no,14,light,10.0,no,high,no
N22DCQCN436,Tuesday,10.6,sunny,bike,18.7,1.0,4.1,no,15,moderate,33.0,no,low,yes
N22DCQCN437,Monday,4.5,sunny,bus,21.1,0.7,8.3,no,8,heavy,36.0,no,low,no
N22DCQCN438,Wednesday,27.9,sunny,train,56.2,0.79,6.5,yes,7,light,12.0,no,low,no
N22DCQCN439,Monday,11.5,cloudy,car,39.6,1.0,6.6,yes,8,heavy,37.0,no,medium,no
N22DCQCN440,Thursday,24.3,cloudy,bike,17.6,0.81,4.8,yes,7,moderate,17.0,no,low,yes
N22DCQCN441,Tuesday,1.0,sunny,bike,14.3,0.74,7.2,yes,8,moderate,29.0,no,high,no
N22DCQCN442,Tuesday,1.0,cloudy,train,60.0,0.65,6.5,yes,7,moderate,10.0,no,high,no
N22DCQCN443,Tuesday,15.6,rainy,car,29.8,0.7,7.9,no,13,moderate,10.0,no,high,no
N22DCQCN444,Friday,5.0,rainy,walk,6.7,0.57,7.7,yes,8,heavy,55.0,no,medium,yes
N22DCQCN445,Monday,8.3,sunny,bike,14.4,0.72,7.9,yes,13,moderate,24.0,no,low,no
N22DCQCN446,Thursday,17.3,cloudy,bus,27.5,0.75,8.1,no,13,moderate,12.0,no,low,no
N22DCQCN447,Monday,8.9,sunny,bus,30.2,0.88,6.6,yes,13,moderate,24.0,no,low,no
N22DCQCN448,Friday,11.1,sunny,bike,20.5,0.7,6.2,no,9,moderate,13.0,no,high,no
N22DCQCN449,Wednesday,5.7,cloudy,walk,5.0,0.6,6.9,yes,10,light,44.0,no,medium,yes
N22DCQCN450,Thursday,1.4,cloudy,bike,20.1,0.9,6.8,yes,13,moderate,41.0,no,medium,no
N22DCQCN451,Tuesday,27.9,cloudy,train,48.1,0.79,6.4,yes,15,light,10.0,yes,low,no
N22DCQCN452,Tuesday,9.8,rainy,bus,27.8,0.5,4.5,yes,13,light,41.0,no,medium,yes
N22DCQCN453,Monday,16.3,rainy,bus,24.3,0.51,7.0,yes,9,moderate,18.0,no,high,yes
N22DCQCN454,Monday,1.0,windy,train,39.3,0.53,8.5,yes,13,moderate,30.0,yes,medium,no
N22DCQCN455,Tuesday,5.6,cloudy,bike,16.8,0.51,7.5,yes,9,light,16.0,no,low,no
N22DCQCN456,Thursday,3.3,rainy,walk,5.0,0.52,8.6,yes,7,moderate,44.0,no,medium,yes
N22DCQCN457,Monday,13.3,windy,bike,20.7,0.45,4.2,yes,8,heavy,15.0,no,high,no
N22DCQCN458,Tuesday,17.6,cloudy,car,27.0,0.72,7.1,yes,15,light,36.0,no,medium,yes
N22DCQCN459,Monday,14.5,rainy,bike,19.5,0.8,7.2,yes,9,moderate,50.0,no,low,yes
N22DCQCN460,Monday,23.1,cloudy,bike,20.9,0.72,6.1,yes,13,moderate,35.0,no,medium,yes
N22DCQCN461,Thursday,13.9,sunny,train,60.0,0.91,8.6,yes,7,moderate,35.0,no,medium,no
N22DCQCN462,Thursday,22.2,rainy,train,44.9,0.64,5.1,yes,14,light,39.0,no,medium,yes
N22DCQCN463,Monday,12.1,cloudy,bike,27.1,0.51,7.3,yes,10,light,10.0,no,high,no
N22DCQCN464,Thursday,8.0,sunny,car,41.5,0.25,9.1,yes,9,moderate,18.0,no,low,no
N22DCQCN465,Wednesday,11.3,sunny,bus,24.9,0.63,7.7,yes,8,light,13.0,yes,high,no
N22DCQCN466,Friday,9.1,sunny,walk,5.0,0.78,4.9,yes,8,moderate,30.0,no,medium,yes
N22DCQCN467,Tuesday,9.5,cloudy,bus,24.0,0.97,6.5,no,14,light,46.0,no,medium,no
N22DCQCN468,Wednesday,7.0,rainy,train,50.6,0.58,6.2,no,13,moderate,39.0,no,medium,no
N22DCQCN469,Thursday,12.7,sunny,car,31.3,0.61,6.9,yes,16,moderate,26.0,no,medium,no
N22DCQCN470,Monday,1.0,sunny,bus,20.5,0.39,6.8,yes,15,light,49.0,no,medium,no
N22DCQCN471,Monday,1.0,sunny,bus,25.1,0.89,6.2,yes,7,moderate,36.0,no,medium,no
N22DCQCN472,Tuesday,9.2,sunny,bike,16.1,0.63,5.1,yes,14,moderate,42.0,no,low,yes
N22DCQCN473,Wednesday,12.1,sunny,bike,15.8,0.63,8.3,yes,10,light,10.0,no,low,no
N22DCQCN474,Monday,11.2,sunny,car,40.7,0.79,6.5,yes,9,moderate,47.0,no,medium,no
N22DCQCN475,Monday,30.0,rainy,bike,13.8,1.0,8.5,yes,10,light,42.0,no,high,yes
N22DCQCN476,Thursday,6.1,rainy,car,44.1,0.52,5.6,yes,8,light,50.0,no,medium,no
N22DCQCN477,Wednesday,7.4,cloudy,bike,18.0,0.34,7.6,no,13,light,37.0,no,medium,no
N22DCQCN478,Tuesday,10.9,sunny,bus,22.1,0.36,8.8,no,13,light,23.0,no,low,no
N22DCQCN479,Wednesday,11.1,sunny,bike,19.1,0.65,7.2,no,10,light,54.0,no,medium,yes
N22DCQCN480,Monday,2.6,sunny,car,27.9,0.84,7.0,yes,9,moderate,12.0,yes,medium,no
N22DCQCN481,Friday,14.2,sunny,bus,29.4,0.74,8.7,yes,8,moderate,31.0,no,medium,no
N22DCQCN482,Friday,4.0,rainy,train,55.6,0.82,5.9,yes,8,heavy,17.0,no,medium,yes
N22DCQCN483,Tuesday,1.0,rainy,bike,18.2,0.68,7.0,no,15,light,27.0,no,low,no
N22DCQCN484,Tuesday,14.5,sunny,walk,5.0,0.52,8.2,yes,15,moderate,42.0,no,medium,yes
N22DCQCN485,Monday,9.9,sunny,walk,5.0,0.54,7.7,no,10,light,19.0,no,high,yes
N22DCQCN486,Wednesday,11.8,cloudy,car,39.6,0.94,5.5,yes,8,moderate,30.0,no,low,no
N22DCQCN487,Wednesday,26.6,cloudy,train,60.0,0.94,6.2,no,8,moderate,33.0,no,medium,no
N22DCQCN488,Monday,17.3,cloudy,train,39.8,0.8,9.6,yes,14,moderate,23.0,no,high,no
N22DCQCN489,Friday,5.6,cloudy,walk,5.9,0.7,6.5,yes,16,heavy,23.0,no,high,yes
N22DCQCN490,Monday,1.0,sunny,bike,12.2,0.84,4.6,yes,14,moderate,24.0,no,high,no
N22DCQCN491,Thursday,11.6,sunny,bike,17.2,0.93,6.1,yes,15,light,16.0,no,low,no
N22DCQCN492,Monday,8.8,sunny,bike,22.2,0.56,8.5,yes,9,moderate,20.0,no,medium,no
N22DCQCN493,Friday,12.9,sunny,train,40.8,0.55,6.3,no,16,moderate,15.0,no,low,no
N22DCQCN494,Friday,18.1,sunny,walk,5.0,0.57,6.8,yes,9,moderate,49.0,no,medium,yes
N22DCQCN495,Monday,13.6,sunny,bus,25.9,0.23,6.3,yes,13,moderate,19.0,no,medium,no
N22DCQCN496,Thursday,1.8,cloudy,car,23.5,0.73,4.0,yes,7,light,32.0,no,medium,no
N22DCQCN497,Tuesday,12.8,sunny,train,47.2,0.29,8.8,yes,7,light,34.0,no,medium,no
N22DCQCN498,Thursday,3.4,sunny,train,47.4,0.89,8.8,yes,8,light,10.0,no,high,no
N22DCQCN499,Tuesday,15.0,sunny,bike,15.9,1.0,10.0,yes,7,moderate,10.0,no,medium,no
N22DCQCN500,Monday,13.9,rainy,bus,22.7,0.71,8.8,yes,14,moderate,22.0,no,medium,no
N22DCQCN001,Thursday,15.9,sunny,bus,24.5,0.79,8.6,yes,7,light,11.0,no,low,no
N22DCQCN002,Wednesday,1.0,windy,bus,19.6,0.39,8.5,yes,10,light,29.0,no,medium,no
N22DCQCN003,Tuesday,3.9,cloudy,walk,6.8,0.68,6.0,yes,14,moderate,25.0,no,medium,no
N22DCQCN004,Monday,12.1,cloudy,bike,13.6,0.55,6.8,yes,13,heavy,30.0,no,medium,yes
N22DCQCN005,Thursday,14.9,cloudy,car,37.0,1.0,7.6,yes,15,light,11.0,no,low,no
N22DCQCN006,Wednesday,11.4,sunny,bus,29.6,0.49,8.2,yes,14,light,48.0,no,medium,yes
N22DCQCN007,Monday,3.1,sunny,train,45.0,0.53,4.3,no,15,light,14.0,no,medium,no
N22DCQCN008,Monday,22.4,sunny,bike,16.5,0.33,9.5,yes,13,moderate,41.0,no,medium,yes
N22DCQCN009,Wednesday,21.7,windy,bus,20.7,0.53,6.0,yes,16,light,38.0,no,low,yes
N22DCQCN010,Wednesday,12.7,cloudy,car,37.0,0.54,7.5,yes,8,moderate,20.0,no,low,no
N22DCQCN011,Wednesday,4.9,cloudy,car,36.3,0.81,7.2,yes,10,light,35.0,no,medium,no
N22DCQCN012,Friday,10.6,sunny,walk,5.0,0.93,7.3,yes,13,light,47.0,no,medium,yes
N22DCQCN013,Wednesday,19.6,sunny,train,46.4,0.68,5.3,yes,10,light,40.0,yes,medium,yes
N22DCQCN014,Wednesday,11.6,sunny,bike,13.2,0.49,7.8,yes,9,moderate,11.0,no,low,yes
N22DCQCN015,Thursday,10.3,sunny,car,36.7,0.58,6.7,no,7,moderate,36.0,no,medium,no
N22DCQCN016,Tuesday,17.6,windy,car,46.5,0.59,6.9,yes,8,moderate,35.0,no,medium,no
N22DCQCN017,Thursday,5.1,rainy,walk,5.0,0.56,5.8,yes,10,light,29.0,yes,medium,yes
N22DCQCN018,Thursday,17.7,sunny,bus,30.8,0.86,6.5,yes,7,light,32.0,no,medium,no
